,date,type_objet,nombre_objets_perdus
1373,2017-08-25 00:00:00+00:00,"Articles de sport, loisirs, camping",49
1374,2017-08-25 00:00:00+00:00,Articles médicaux,11
1375,2017-08-25 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",545
1376,2017-08-25 00:00:00+00:00,"Bijoux, montres",13
1377,2017-08-25 00:00:00+00:00,"Clés, porte-clés, badge magnétique",78
1378,2017-08-25 00:00:00+00:00,Divers,34
1379,2017-08-25 00:00:00+00:00,Instruments de musique,6
1380,2017-08-25 00:00:00+00:00,"Livres, articles de papéterie",45
1381,2017-08-25 00:00:00+00:00,Optique,135
1382,2017-08-25 00:00:00+00:00,Parapluies,20
1383,2017-08-25 00:00:00+00:00,Pièces d'identités et papiers personnels,136
1384,2017-08-25 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",229
1385,2017-08-25 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",27
1386,2017-08-25 00:00:00+00:00,"Vêtements, chaussures",344
1387,2017-09-01 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",256
1388,2017-09-01 00:00:00+00:00,"Articles d'enfants, de puériculture",31
1389,2017-09-01 00:00:00+00:00,"Articles de sport, loisirs, camping",39
1390,2017-09-01 00:00:00+00:00,Articles médicaux,19
1391,2017-09-01 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",574
1392,2017-09-01 00:00:00+00:00,"Bijoux, montres",27
1393,2017-09-01 00:00:00+00:00,"Clés, porte-clés, badge magnétique",84
1394,2017-09-01 00:00:00+00:00,Divers,34
1395,2017-09-01 00:00:00+00:00,Instruments de musique,5
1396,2017-09-01 00:00:00+00:00,"Livres, articles de papéterie",47
1397,2017-09-01 00:00:00+00:00,Optique,99
1398,2017-09-01 00:00:00+00:00,Parapluies,13
1399,2017-09-01 00:00:00+00:00,Pièces d'identités et papiers personnels,171
1400,2017-09-01 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",223
1401,2017-09-01 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",22
1402,2017-09-01 00:00:00+00:00,"Vêtements, chaussures",292
1403,2017-09-08 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",265
1404,2017-09-08 00:00:00+00:00,"Articles d'enfants, de puériculture",22
1405,2017-09-08 00:00:00+00:00,"Articles de sport, loisirs, camping",29
1406,2017-09-08 00:00:00+00:00,Articles médicaux,11
1407,2017-09-08 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",556
1408,2017-09-08 00:00:00+00:00,"Bijoux, montres",22
1409,2017-09-08 00:00:00+00:00,"Clés, porte-clés, badge magnétique",73
1410,2017-09-08 00:00:00+00:00,Divers,29
1411,2017-09-08 00:00:00+00:00,Instruments de musique,3
1412,2017-09-08 00:00:00+00:00,"Livres, articles de papéterie",38
1413,2017-09-08 00:00:00+00:00,Optique,97
1414,2017-09-08 00:00:00+00:00,Parapluies,25
1415,2017-09-08 00:00:00+00:00,Pièces d'identités et papiers personnels,164
1416,2017-09-08 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",249
1417,2017-09-08 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",37
1418,2017-09-08 00:00:00+00:00,"Vêtements, chaussures",271
1419,2017-09-15 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",232
1420,2017-09-15 00:00:00+00:00,"Articles d'enfants, de puériculture",15
1421,2017-09-15 00:00:00+00:00,"Articles de sport, loisirs, camping",17
1422,2017-09-15 00:00:00+00:00,Articles médicaux,7
1423,2017-09-15 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",542
1424,2017-09-15 00:00:00+00:00,"Bijoux, montres",10
1425,2017-09-15 00:00:00+00:00,"Clés, porte-clés, badge magnétique",77
1426,2017-09-15 00:00:00+00:00,Divers,22
1427,2017-09-15 00:00:00+00:00,Instruments de musique,7
1428,2017-09-15 00:00:00+00:00,"Livres, articles de papéterie",42
1429,2017-09-15 00:00:00+00:00,Optique,92
1430,2017-09-15 00:00:00+00:00,Parapluies,58
1431,2017-09-15 00:00:00+00:00,Pièces d'identités et papiers personnels,132
1432,2017-09-15 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",201
1433,2017-09-15 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",17
1434,2017-09-15 00:00:00+00:00,"Vêtements, chaussures",239
1435,2017-09-22 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",268
1436,2017-09-22 00:00:00+00:00,"Articles d'enfants, de puériculture",13
1437,2017-09-22 00:00:00+00:00,"Articles de sport, loisirs, camping",22
1438,2017-09-22 00:00:00+00:00,Articles médicaux,8
1439,2017-09-22 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",552
1440,2017-09-22 00:00:00+00:00,"Bijoux, montres",14
1441,2017-09-22 00:00:00+00:00,"Clés, porte-clés, badge magnétique",78
1442,2017-09-22 00:00:00+00:00,Divers,40
1443,2017-09-22 00:00:00+00:00,Instruments de musique,7
1444,2017-09-22 00:00:00+00:00,"Livres, articles de papéterie",48
1445,2017-09-22 00:00:00+00:00,Optique,93
1446,2017-09-22 00:00:00+00:00,Parapluies,18
1447,2017-09-22 00:00:00+00:00,Pièces d'identités et papiers personnels,131
1448,2017-09-22 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",195
1449,2017-09-22 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",31
1450,2017-09-22 00:00:00+00:00,"Vêtements, chaussures",244
1451,2017-09-29 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",280
1452,2017-09-29 00:00:00+00:00,"Articles d'enfants, de puériculture",19
1453,2017-09-29 00:00:00+00:00,"Articles de sport, loisirs, camping",28
1454,2017-09-29 00:00:00+00:00,Articles médicaux,10
1455,2017-09-29 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",600
1456,2017-09-29 00:00:00+00:00,"Bijoux, montres",15
1457,2017-09-29 00:00:00+00:00,"Clés, porte-clés, badge magnétique",117
1458,2017-09-29 00:00:00+00:00,Divers,28
1459,2017-09-29 00:00:00+00:00,Instruments de musique,7
1460,2017-09-29 00:00:00+00:00,"Livres, articles de papéterie",55
1461,2017-09-29 00:00:00+00:00,Optique,129
1462,2017-09-29 00:00:00+00:00,Parapluies,9
1463,2017-09-29 00:00:00+00:00,Pièces d'identités et papiers personnels,192
1464,2017-09-29 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",234
1465,2017-09-29 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",32
1466,2017-09-29 00:00:00+00:00,"Vêtements, chaussures",320
1467,2017-10-06 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",286
1468,2017-10-06 00:00:00+00:00,"Articles d'enfants, de puériculture",7
1469,2017-10-06 00:00:00+00:00,"Articles de sport, loisirs, camping",16
1470,2017-10-06 00:00:00+00:00,Articles médicaux,8
1471,2017-10-06 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",605
1472,2017-10-06 00:00:00+00:00,"Bijoux, montres",30
1473,2017-10-06 00:00:00+00:00,"Clés, porte-clés, badge magnétique",85
1474,2017-10-06 00:00:00+00:00,Divers,32
1475,2017-10-06 00:00:00+00:00,Instruments de musique,3
1476,2017-10-06 00:00:00+00:00,"Livres, articles de papéterie",40
1477,2017-10-06 00:00:00+00:00,Optique,89
1478,2017-10-06 00:00:00+00:00,Parapluies,19
1479,2017-10-06 00:00:00+00:00,Pièces d'identités et papiers personnels,161
1480,2017-10-06 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",208
1481,2017-10-06 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",25
1482,2017-10-06 00:00:00+00:00,"Vêtements, chaussures",273
1483,2017-10-13 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",271
1484,2017-10-13 00:00:00+00:00,"Articles d'enfants, de puériculture",17
1485,2017-10-13 00:00:00+00:00,"Articles de sport, loisirs, camping",22
1486,2017-10-13 00:00:00+00:00,Articles médicaux,16
1487,2017-10-13 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",554
1488,2017-10-13 00:00:00+00:00,"Bijoux, montres",10
1489,2017-10-13 00:00:00+00:00,"Clés, porte-clés, badge magnétique",100
1490,2017-10-13 00:00:00+00:00,Divers,33
1491,2017-10-13 00:00:00+00:00,Instruments de musique,3
1492,2017-10-13 00:00:00+00:00,"Livres, articles de papéterie",56
1493,2017-10-13 00:00:00+00:00,Optique,104
1494,2017-10-13 00:00:00+00:00,Parapluies,17
1495,2017-10-13 00:00:00+00:00,Pièces d'identités et papiers personnels,158
1496,2017-10-13 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",238
1497,2017-10-13 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",32
1498,2017-10-13 00:00:00+00:00,"Vêtements, chaussures",256
1499,2017-10-20 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",282
1500,2017-10-20 00:00:00+00:00,"Articles d'enfants, de puériculture",20
1501,2017-10-20 00:00:00+00:00,"Articles de sport, loisirs, camping",17
1502,2017-10-20 00:00:00+00:00,Articles médicaux,10
1503,2017-10-20 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",512
1504,2017-10-20 00:00:00+00:00,"Bijoux, montres",18
1505,2017-10-20 00:00:00+00:00,"Clés, porte-clés, badge magnétique",94
1506,2017-10-20 00:00:00+00:00,Divers,38
1507,2017-10-20 00:00:00+00:00,Instruments de musique,5
1508,2017-10-20 00:00:00+00:00,"Livres, articles de papéterie",55
1509,2017-10-20 00:00:00+00:00,Optique,113
1510,2017-10-20 00:00:00+00:00,Parapluies,7
1511,2017-10-20 00:00:00+00:00,Pièces d'identités et papiers personnels,164
1512,2017-10-20 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",249
1513,2017-10-20 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",35
1514,2017-10-20 00:00:00+00:00,"Vêtements, chaussures",306
1515,2017-10-27 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",267
1516,2017-10-27 00:00:00+00:00,"Articles d'enfants, de puériculture",21
1517,2017-10-27 00:00:00+00:00,"Articles de sport, loisirs, camping",25
1518,2017-10-27 00:00:00+00:00,Articles médicaux,12
1519,2017-10-27 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",643
1520,2017-10-27 00:00:00+00:00,"Bijoux, montres",23
1521,2017-10-27 00:00:00+00:00,"Clés, porte-clés, badge magnétique",82
1522,2017-10-27 00:00:00+00:00,Divers,34
1523,2017-10-27 00:00:00+00:00,Instruments de musique,7
1524,2017-10-27 00:00:00+00:00,"Livres, articles de papéterie",46
1525,2017-10-27 00:00:00+00:00,Optique,88
1526,2017-10-27 00:00:00+00:00,Parapluies,14
1527,2017-10-27 00:00:00+00:00,Pièces d'identités et papiers personnels,174
1528,2017-10-27 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",226
1529,2017-10-27 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",21
1530,2017-10-27 00:00:00+00:00,"Vêtements, chaussures",273
1531,2017-11-03 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",234
1532,2017-11-03 00:00:00+00:00,"Articles d'enfants, de puériculture",28
1533,2017-11-03 00:00:00+00:00,"Articles de sport, loisirs, camping",20
1534,2017-11-03 00:00:00+00:00,Articles médicaux,23
1535,2017-11-03 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",549
1536,2017-11-03 00:00:00+00:00,"Bijoux, montres",16
1537,2017-11-03 00:00:00+00:00,"Clés, porte-clés, badge magnétique",50
1538,2017-11-03 00:00:00+00:00,Divers,23
1539,2017-11-03 00:00:00+00:00,Instruments de musique,5
1540,2017-11-03 00:00:00+00:00,"Livres, articles de papéterie",29
1541,2017-11-03 00:00:00+00:00,Optique,91
1542,2017-11-03 00:00:00+00:00,Parapluies,6
1543,2017-11-03 00:00:00+00:00,Pièces d'identités et papiers personnels,144
1544,2017-11-03 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",206
1545,2017-11-03 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",34
1546,2017-11-03 00:00:00+00:00,"Vêtements, chaussures",246
1547,2017-11-10 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",251
1548,2017-11-10 00:00:00+00:00,"Articles d'enfants, de puériculture",22
1549,2017-11-10 00:00:00+00:00,"Articles de sport, loisirs, camping",28
1550,2017-11-10 00:00:00+00:00,Articles médicaux,16
1551,2017-11-10 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",611
1552,2017-11-10 00:00:00+00:00,"Bijoux, montres",17
1553,2017-11-10 00:00:00+00:00,"Clés, porte-clés, badge magnétique",94
1554,2017-11-10 00:00:00+00:00,Divers,41
1555,2017-11-10 00:00:00+00:00,Instruments de musique,5
1556,2017-11-10 00:00:00+00:00,"Livres, articles de papéterie",50
1557,2017-11-10 00:00:00+00:00,Optique,87
1558,2017-11-10 00:00:00+00:00,Parapluies,18
1559,2017-11-10 00:00:00+00:00,Pièces d'identités et papiers personnels,161
1560,2017-11-10 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",242
1561,2017-11-10 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",27
1562,2017-11-10 00:00:00+00:00,"Vêtements, chaussures",243
1563,2017-11-17 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",262
1564,2017-11-17 00:00:00+00:00,"Articles d'enfants, de puériculture",17
1565,2017-11-17 00:00:00+00:00,"Articles de sport, loisirs, camping",14
1566,2017-11-17 00:00:00+00:00,Articles médicaux,18
1567,2017-11-17 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",612
1568,2017-11-17 00:00:00+00:00,"Bijoux, montres",23
1569,2017-11-17 00:00:00+00:00,"Clés, porte-clés, badge magnétique",87
1570,2017-11-17 00:00:00+00:00,Divers,33
1571,2017-11-17 00:00:00+00:00,Instruments de musique,5
1572,2017-11-17 00:00:00+00:00,"Livres, articles de papéterie",53
1573,2017-11-17 00:00:00+00:00,Optique,88
1574,2017-11-17 00:00:00+00:00,Parapluies,33
1575,2017-11-17 00:00:00+00:00,Pièces d'identités et papiers personnels,171
1576,2017-11-17 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",212
1577,2017-11-17 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",22
1578,2017-11-17 00:00:00+00:00,"Vêtements, chaussures",212
1579,2017-11-24 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",289
1580,2017-11-24 00:00:00+00:00,"Articles d'enfants, de puériculture",10
1581,2017-11-24 00:00:00+00:00,"Articles de sport, loisirs, camping",10
1582,2017-11-24 00:00:00+00:00,Articles médicaux,11
1583,2017-11-24 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",604
1584,2017-11-24 00:00:00+00:00,"Bijoux, montres",23
1585,2017-11-24 00:00:00+00:00,"Clés, porte-clés, badge magnétique",79
1586,2017-11-24 00:00:00+00:00,Divers,26
1587,2017-11-24 00:00:00+00:00,"Livres, articles de papéterie",61
1588,2017-11-24 00:00:00+00:00,Optique,84
1589,2017-11-24 00:00:00+00:00,Parapluies,13
1590,2017-11-24 00:00:00+00:00,Pièces d'identités et papiers personnels,142
1591,2017-11-24 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",185
1592,2017-11-24 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",25
1593,2017-11-24 00:00:00+00:00,"Vêtements, chaussures",211
1594,2017-12-01 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",254
1595,2017-12-01 00:00:00+00:00,"Articles d'enfants, de puériculture",14
1596,2017-12-01 00:00:00+00:00,"Articles de sport, loisirs, camping",16
1597,2017-12-01 00:00:00+00:00,Articles médicaux,6
1598,2017-12-01 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",631
1599,2017-12-01 00:00:00+00:00,"Bijoux, montres",15
1600,2017-12-01 00:00:00+00:00,"Clés, porte-clés, badge magnétique",65
1601,2017-12-01 00:00:00+00:00,Divers,24
1602,2017-12-01 00:00:00+00:00,Instruments de musique,3
1603,2017-12-01 00:00:00+00:00,"Livres, articles de papéterie",50
1604,2017-12-01 00:00:00+00:00,Optique,111
1605,2017-12-01 00:00:00+00:00,Parapluies,37
1606,2017-12-01 00:00:00+00:00,Pièces d'identités et papiers personnels,161
1607,2017-12-01 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",209
1608,2017-12-01 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",25
1609,2017-12-01 00:00:00+00:00,"Vêtements, chaussures",212
1610,2017-12-08 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",247
1611,2017-12-08 00:00:00+00:00,"Articles d'enfants, de puériculture",15
1612,2017-12-08 00:00:00+00:00,"Articles de sport, loisirs, camping",10
1613,2017-12-08 00:00:00+00:00,Articles médicaux,11
1614,2017-12-08 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",620
1615,2017-12-08 00:00:00+00:00,"Bijoux, montres",14
1616,2017-12-08 00:00:00+00:00,"Clés, porte-clés, badge magnétique",85
1617,2017-12-08 00:00:00+00:00,Divers,28
1618,2017-12-08 00:00:00+00:00,Instruments de musique,7
1619,2017-12-08 00:00:00+00:00,"Livres, articles de papéterie",41
1620,2017-12-08 00:00:00+00:00,Optique,89
1621,2017-12-08 00:00:00+00:00,Parapluies,21
1622,2017-12-08 00:00:00+00:00,Pièces d'identités et papiers personnels,175
1623,2017-12-08 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",226
1624,2017-12-08 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",22
1625,2017-12-08 00:00:00+00:00,"Vêtements, chaussures",211
1626,2017-12-15 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",222
1627,2017-12-15 00:00:00+00:00,"Articles d'enfants, de puériculture",15
1628,2017-12-15 00:00:00+00:00,"Articles de sport, loisirs, camping",11
1629,2017-12-15 00:00:00+00:00,Articles médicaux,6
1630,2017-12-15 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",597
1631,2017-12-15 00:00:00+00:00,"Bijoux, montres",15
1632,2017-12-15 00:00:00+00:00,"Clés, porte-clés, badge magnétique",83
1633,2017-12-15 00:00:00+00:00,Divers,30
1634,2017-12-15 00:00:00+00:00,Instruments de musique,3
1635,2017-12-15 00:00:00+00:00,"Livres, articles de papéterie",38
1636,2017-12-15 00:00:00+00:00,Optique,107
1637,2017-12-15 00:00:00+00:00,Parapluies,47
1638,2017-12-15 00:00:00+00:00,Pièces d'identités et papiers personnels,156
1639,2017-12-15 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",225
1640,2017-12-15 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",18
1641,2017-12-15 00:00:00+00:00,"Vêtements, chaussures",242
1642,2017-12-22 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",266
1643,2017-12-22 00:00:00+00:00,"Articles d'enfants, de puériculture",15
1644,2017-12-22 00:00:00+00:00,"Articles de sport, loisirs, camping",7
1645,2017-12-22 00:00:00+00:00,Articles médicaux,9
1646,2017-12-22 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",591
1647,2017-12-22 00:00:00+00:00,"Bijoux, montres",8
1648,2017-12-22 00:00:00+00:00,"Clés, porte-clés, badge magnétique",81
1649,2017-12-22 00:00:00+00:00,Divers,35
1650,2017-12-22 00:00:00+00:00,Instruments de musique,5
1651,2017-12-22 00:00:00+00:00,"Livres, articles de papéterie",37
1652,2017-12-22 00:00:00+00:00,Optique,65
1653,2017-12-22 00:00:00+00:00,Parapluies,27
1654,2017-12-22 00:00:00+00:00,Pièces d'identités et papiers personnels,153
1655,2017-12-22 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",232
1656,2017-12-22 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",20
1657,2017-12-22 00:00:00+00:00,"Vêtements, chaussures",214
1658,2017-12-29 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",223
1659,2017-12-29 00:00:00+00:00,"Articles d'enfants, de puériculture",35
1660,2017-12-29 00:00:00+00:00,"Articles de sport, loisirs, camping",17
1661,2017-12-29 00:00:00+00:00,Articles médicaux,16
1662,2017-12-29 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",673
1663,2017-12-29 00:00:00+00:00,"Bijoux, montres",21
1664,2017-12-29 00:00:00+00:00,"Clés, porte-clés, badge magnétique",64
1665,2017-12-29 00:00:00+00:00,Divers,30
1666,2017-12-29 00:00:00+00:00,Instruments de musique,5
1667,2017-12-29 00:00:00+00:00,"Livres, articles de papéterie",36
1668,2017-12-29 00:00:00+00:00,Optique,89
1669,2017-12-29 00:00:00+00:00,Parapluies,18
1670,2017-12-29 00:00:00+00:00,Pièces d'identités et papiers personnels,160
1671,2017-12-29 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",222
1672,2017-12-29 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",9
1673,2017-12-29 00:00:00+00:00,"Vêtements, chaussures",180
1674,2018-01-05 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",218
1675,2018-01-05 00:00:00+00:00,"Articles d'enfants, de puériculture",36
1676,2018-01-05 00:00:00+00:00,"Articles de sport, loisirs, camping",17
1677,2018-01-05 00:00:00+00:00,Articles médicaux,9
1678,2018-01-05 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",595
1679,2018-01-05 00:00:00+00:00,"Bijoux, montres",21
1680,2018-01-05 00:00:00+00:00,"Clés, porte-clés, badge magnétique",64
1681,2018-01-05 00:00:00+00:00,Divers,22
1682,2018-01-05 00:00:00+00:00,Instruments de musique,5
1683,2018-01-05 00:00:00+00:00,"Livres, articles de papéterie",35
1684,2018-01-05 00:00:00+00:00,Optique,77
1685,2018-01-05 00:00:00+00:00,Parapluies,35
1686,2018-01-05 00:00:00+00:00,Pièces d'identités et papiers personnels,154
1687,2018-01-05 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",235
1688,2018-01-05 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",9
1689,2018-01-05 00:00:00+00:00,"Vêtements, chaussures",203
1690,2018-01-12 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",273
1691,2018-01-12 00:00:00+00:00,"Articles d'enfants, de puériculture",22
1692,2018-01-12 00:00:00+00:00,"Articles de sport, loisirs, camping",18
1693,2018-01-12 00:00:00+00:00,Articles médicaux,10
1694,2018-01-12 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",611
1695,2018-01-12 00:00:00+00:00,"Bijoux, montres",19
1696,2018-01-12 00:00:00+00:00,"Clés, porte-clés, badge magnétique",86
1697,2018-01-12 00:00:00+00:00,Divers,28
1698,2018-01-12 00:00:00+00:00,Instruments de musique,5
1699,2018-01-12 00:00:00+00:00,"Livres, articles de papéterie",36
1700,2018-01-12 00:00:00+00:00,Optique,84
1701,2018-01-12 00:00:00+00:00,Parapluies,31
1702,2018-01-12 00:00:00+00:00,Pièces d'identités et papiers personnels,176
1703,2018-01-12 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",221
1704,2018-01-12 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",24
1705,2018-01-12 00:00:00+00:00,"Vêtements, chaussures",206
1706,2018-01-19 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",260
1707,2018-01-19 00:00:00+00:00,"Articles d'enfants, de puériculture",16
1708,2018-01-19 00:00:00+00:00,"Articles de sport, loisirs, camping",19
1709,2018-01-19 00:00:00+00:00,Articles médicaux,14
1710,2018-01-19 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",583
1711,2018-01-19 00:00:00+00:00,"Bijoux, montres",13
1712,2018-01-19 00:00:00+00:00,"Clés, porte-clés, badge magnétique",80
1713,2018-01-19 00:00:00+00:00,Divers,32
1714,2018-01-19 00:00:00+00:00,Instruments de musique,1
1715,2018-01-19 00:00:00+00:00,"Livres, articles de papéterie",40
1716,2018-01-19 00:00:00+00:00,Optique,69
1717,2018-01-19 00:00:00+00:00,Parapluies,40
1718,2018-01-19 00:00:00+00:00,Pièces d'identités et papiers personnels,126
1719,2018-01-19 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",196
1720,2018-01-19 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",23
1721,2018-01-19 00:00:00+00:00,"Vêtements, chaussures",178
1722,2018-01-26 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",248
1723,2018-01-26 00:00:00+00:00,"Articles d'enfants, de puériculture",16
1724,2018-01-26 00:00:00+00:00,"Articles de sport, loisirs, camping",17
1725,2018-01-26 00:00:00+00:00,Articles médicaux,4
1726,2018-01-26 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",558
1727,2018-01-26 00:00:00+00:00,"Bijoux, montres",15
1728,2018-01-26 00:00:00+00:00,"Clés, porte-clés, badge magnétique",88
1729,2018-01-26 00:00:00+00:00,Divers,24
1730,2018-01-26 00:00:00+00:00,Instruments de musique,5
1731,2018-01-26 00:00:00+00:00,"Livres, articles de papéterie",47
1732,2018-01-26 00:00:00+00:00,Optique,73
1733,2018-01-26 00:00:00+00:00,Parapluies,51
1734,2018-01-26 00:00:00+00:00,Pièces d'identités et papiers personnels,159
1735,2018-01-26 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",180
1736,2018-01-26 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",28
1737,2018-01-26 00:00:00+00:00,"Vêtements, chaussures",203
1738,2018-02-02 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",258
1739,2018-02-02 00:00:00+00:00,"Articles d'enfants, de puériculture",13
1740,2018-02-02 00:00:00+00:00,"Articles de sport, loisirs, camping",18
1741,2018-02-02 00:00:00+00:00,Articles médicaux,5
1742,2018-02-02 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",575
1743,2018-02-02 00:00:00+00:00,"Bijoux, montres",15
1744,2018-02-02 00:00:00+00:00,"Clés, porte-clés, badge magnétique",79
1745,2018-02-02 00:00:00+00:00,Divers,32
1746,2018-02-02 00:00:00+00:00,Instruments de musique,5
1747,2018-02-02 00:00:00+00:00,"Livres, articles de papéterie",44
1748,2018-02-02 00:00:00+00:00,Optique,81
1749,2018-02-02 00:00:00+00:00,Parapluies,28
1750,2018-02-02 00:00:00+00:00,Pièces d'identités et papiers personnels,133
1751,2018-02-02 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",188
1752,2018-02-02 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",27
1753,2018-02-02 00:00:00+00:00,"Vêtements, chaussures",189
1754,2018-02-09 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",257
1755,2018-02-09 00:00:00+00:00,"Articles d'enfants, de puériculture",20
1756,2018-02-09 00:00:00+00:00,"Articles de sport, loisirs, camping",10
1757,2018-02-09 00:00:00+00:00,Articles médicaux,8
1758,2018-02-09 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",565
1759,2018-02-09 00:00:00+00:00,"Bijoux, montres",13
1760,2018-02-09 00:00:00+00:00,"Clés, porte-clés, badge magnétique",93
1761,2018-02-09 00:00:00+00:00,Divers,32
1762,2018-02-09 00:00:00+00:00,Instruments de musique,6
1763,2018-02-09 00:00:00+00:00,"Livres, articles de papéterie",40
1764,2018-02-09 00:00:00+00:00,Optique,75
1765,2018-02-09 00:00:00+00:00,Parapluies,27
1766,2018-02-09 00:00:00+00:00,Pièces d'identités et papiers personnels,141
