,date,type_objet,nombre_objets_perdus
2728,2019-04-12 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",290
2729,2019-04-12 00:00:00+00:00,"Articles d'enfants, de puériculture",9
2730,2019-04-12 00:00:00+00:00,"Articles de sport, loisirs, camping",9
2731,2019-04-12 00:00:00+00:00,Articles médicaux,4
2732,2019-04-12 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",621
2733,2019-04-12 00:00:00+00:00,"Bijoux, montres",13
2734,2019-04-12 00:00:00+00:00,"Clés, porte-clés, badge magnétique",84
2735,2019-04-12 00:00:00+00:00,Divers,38
2736,2019-04-12 00:00:00+00:00,Instruments de musique,7
2737,2019-04-12 00:00:00+00:00,"Livres, articles de papéterie",46
2738,2019-04-12 00:00:00+00:00,Optique,97
2739,2019-04-12 00:00:00+00:00,Parapluies,17
2740,2019-04-12 00:00:00+00:00,Pièces d'identités et papiers personnels,107
2741,2019-04-12 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",214
2742,2019-04-12 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",33
2743,2019-04-12 00:00:00+00:00,"Vêtements, chaussures",182
2744,2019-04-19 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",268
2745,2019-04-19 00:00:00+00:00,"Articles d'enfants, de puériculture",15
2746,2019-04-19 00:00:00+00:00,"Articles de sport, loisirs, camping",16
2747,2019-04-19 00:00:00+00:00,Articles médicaux,13
2748,2019-04-19 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",592
2749,2019-04-19 00:00:00+00:00,"Bijoux, montres",21
2750,2019-04-19 00:00:00+00:00,"Clés, porte-clés, badge magnétique",86
2751,2019-04-19 00:00:00+00:00,Divers,28
2752,2019-04-19 00:00:00+00:00,Instruments de musique,4
2753,2019-04-19 00:00:00+00:00,"Livres, articles de papéterie",39
2754,2019-04-19 00:00:00+00:00,Optique,91
2755,2019-04-19 00:00:00+00:00,Parapluies,6
2756,2019-04-19 00:00:00+00:00,Pièces d'identités et papiers personnels,127
2757,2019-04-19 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",230
2758,2019-04-19 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",30
2759,2019-04-19 00:00:00+00:00,"Vêtements, chaussures",232
2760,2019-04-26 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",279
2761,2019-04-26 00:00:00+00:00,"Articles d'enfants, de puériculture",28
2762,2019-04-26 00:00:00+00:00,"Articles de sport, loisirs, camping",21
2763,2019-04-26 00:00:00+00:00,Articles médicaux,7
2764,2019-04-26 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",594
2765,2019-04-26 00:00:00+00:00,"Bijoux, montres",20
2766,2019-04-26 00:00:00+00:00,"Clés, porte-clés, badge magnétique",73
2767,2019-04-26 00:00:00+00:00,Divers,31
2768,2019-04-26 00:00:00+00:00,Instruments de musique,5
2769,2019-04-26 00:00:00+00:00,"Livres, articles de papéterie",28
2770,2019-04-26 00:00:00+00:00,Optique,102
2771,2019-04-26 00:00:00+00:00,Parapluies,16
2772,2019-04-26 00:00:00+00:00,Pièces d'identités et papiers personnels,142
2773,2019-04-26 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",213
2774,2019-04-26 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",28
2775,2019-04-26 00:00:00+00:00,"Vêtements, chaussures",277
2776,2019-05-03 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",262
2777,2019-05-03 00:00:00+00:00,"Articles d'enfants, de puériculture",22
2778,2019-05-03 00:00:00+00:00,"Articles de sport, loisirs, camping",18
2779,2019-05-03 00:00:00+00:00,Articles médicaux,5
2780,2019-05-03 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",581
2781,2019-05-03 00:00:00+00:00,"Bijoux, montres",9
2782,2019-05-03 00:00:00+00:00,"Clés, porte-clés, badge magnétique",70
2783,2019-05-03 00:00:00+00:00,Divers,50
2784,2019-05-03 00:00:00+00:00,Instruments de musique,8
2785,2019-05-03 00:00:00+00:00,"Livres, articles de papéterie",22
2786,2019-05-03 00:00:00+00:00,Optique,103
2787,2019-05-03 00:00:00+00:00,Parapluies,17
2788,2019-05-03 00:00:00+00:00,Pièces d'identités et papiers personnels,134
2789,2019-05-03 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",215
2790,2019-05-03 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",38
2791,2019-05-03 00:00:00+00:00,"Vêtements, chaussures",213
2792,2019-05-10 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",231
2793,2019-05-10 00:00:00+00:00,"Articles d'enfants, de puériculture",20
2794,2019-05-10 00:00:00+00:00,"Articles de sport, loisirs, camping",11
2795,2019-05-10 00:00:00+00:00,Articles médicaux,9
2796,2019-05-10 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",532
2797,2019-05-10 00:00:00+00:00,"Bijoux, montres",16
2798,2019-05-10 00:00:00+00:00,"Clés, porte-clés, badge magnétique",65
2799,2019-05-10 00:00:00+00:00,Divers,41
2800,2019-05-10 00:00:00+00:00,Instruments de musique,4
2801,2019-05-10 00:00:00+00:00,"Livres, articles de papéterie",31
2802,2019-05-10 00:00:00+00:00,Optique,83
2803,2019-05-10 00:00:00+00:00,Parapluies,21
2804,2019-05-10 00:00:00+00:00,Pièces d'identités et papiers personnels,134
2805,2019-05-10 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",154
2806,2019-05-10 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",24
2807,2019-05-10 00:00:00+00:00,"Vêtements, chaussures",220
2808,2019-05-17 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",301
2809,2019-05-17 00:00:00+00:00,"Articles d'enfants, de puériculture",13
2810,2019-05-17 00:00:00+00:00,"Articles de sport, loisirs, camping",11
2811,2019-05-17 00:00:00+00:00,Articles médicaux,8
2812,2019-05-17 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",525
2813,2019-05-17 00:00:00+00:00,"Bijoux, montres",18
2814,2019-05-17 00:00:00+00:00,"Clés, porte-clés, badge magnétique",75
2815,2019-05-17 00:00:00+00:00,Divers,27
2816,2019-05-17 00:00:00+00:00,Instruments de musique,4
2817,2019-05-17 00:00:00+00:00,"Livres, articles de papéterie",37
2818,2019-05-17 00:00:00+00:00,Optique,110
2819,2019-05-17 00:00:00+00:00,Parapluies,14
2820,2019-05-17 00:00:00+00:00,Pièces d'identités et papiers personnels,118
2821,2019-05-17 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",183
2822,2019-05-17 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",34
2823,2019-05-17 00:00:00+00:00,"Vêtements, chaussures",210
2824,2019-05-24 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",264
2825,2019-05-24 00:00:00+00:00,"Articles d'enfants, de puériculture",13
2826,2019-05-24 00:00:00+00:00,"Articles de sport, loisirs, camping",15
2827,2019-05-24 00:00:00+00:00,Articles médicaux,11
2828,2019-05-24 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",566
2829,2019-05-24 00:00:00+00:00,"Bijoux, montres",24
2830,2019-05-24 00:00:00+00:00,"Clés, porte-clés, badge magnétique",88
2831,2019-05-24 00:00:00+00:00,Divers,56
2832,2019-05-24 00:00:00+00:00,Instruments de musique,4
2833,2019-05-24 00:00:00+00:00,"Livres, articles de papéterie",52
2834,2019-05-24 00:00:00+00:00,Optique,104
2835,2019-05-24 00:00:00+00:00,Parapluies,24
2836,2019-05-24 00:00:00+00:00,Pièces d'identités et papiers personnels,131
2837,2019-05-24 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",218
2838,2019-05-24 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",36
2839,2019-05-24 00:00:00+00:00,"Vêtements, chaussures",251
2840,2019-05-31 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",279
2841,2019-05-31 00:00:00+00:00,"Articles d'enfants, de puériculture",12
2842,2019-05-31 00:00:00+00:00,"Articles de sport, loisirs, camping",15
2843,2019-05-31 00:00:00+00:00,Articles médicaux,11
2844,2019-05-31 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",547
2845,2019-05-31 00:00:00+00:00,"Bijoux, montres",9
2846,2019-05-31 00:00:00+00:00,"Clés, porte-clés, badge magnétique",79
2847,2019-05-31 00:00:00+00:00,Divers,38
2848,2019-05-31 00:00:00+00:00,Instruments de musique,10
2849,2019-05-31 00:00:00+00:00,"Livres, articles de papéterie",31
2850,2019-05-31 00:00:00+00:00,Optique,106
2851,2019-05-31 00:00:00+00:00,Parapluies,10
2852,2019-05-31 00:00:00+00:00,Pièces d'identités et papiers personnels,96
2853,2019-05-31 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",190
2854,2019-05-31 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",30
2855,2019-05-31 00:00:00+00:00,"Vêtements, chaussures",263
2856,2019-06-07 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",312
2857,2019-06-07 00:00:00+00:00,"Articles d'enfants, de puériculture",18
2858,2019-06-07 00:00:00+00:00,"Articles de sport, loisirs, camping",20
2859,2019-06-07 00:00:00+00:00,Articles médicaux,7
2860,2019-06-07 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",545
2861,2019-06-07 00:00:00+00:00,"Bijoux, montres",15
2862,2019-06-07 00:00:00+00:00,"Clés, porte-clés, badge magnétique",67
2863,2019-06-07 00:00:00+00:00,Divers,46
2864,2019-06-07 00:00:00+00:00,Instruments de musique,3
2865,2019-06-07 00:00:00+00:00,"Livres, articles de papéterie",25
2866,2019-06-07 00:00:00+00:00,Optique,115
2867,2019-06-07 00:00:00+00:00,Parapluies,22
2868,2019-06-07 00:00:00+00:00,Pièces d'identités et papiers personnels,134
2869,2019-06-07 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",237
2870,2019-06-07 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",21
2871,2019-06-07 00:00:00+00:00,"Vêtements, chaussures",282
2872,2019-06-14 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",288
2873,2019-06-14 00:00:00+00:00,"Articles d'enfants, de puériculture",19
2874,2019-06-14 00:00:00+00:00,"Articles de sport, loisirs, camping",15
2875,2019-06-14 00:00:00+00:00,Articles médicaux,6
2876,2019-06-14 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",603
2877,2019-06-14 00:00:00+00:00,"Bijoux, montres",15
2878,2019-06-14 00:00:00+00:00,"Clés, porte-clés, badge magnétique",80
2879,2019-06-14 00:00:00+00:00,Divers,31
2880,2019-06-14 00:00:00+00:00,Instruments de musique,3
2881,2019-06-14 00:00:00+00:00,"Livres, articles de papéterie",26
2882,2019-06-14 00:00:00+00:00,Optique,95
2883,2019-06-14 00:00:00+00:00,Parapluies,29
2884,2019-06-14 00:00:00+00:00,Pièces d'identités et papiers personnels,134
2885,2019-06-14 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",193
2886,2019-06-14 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",24
2887,2019-06-14 00:00:00+00:00,"Vêtements, chaussures",220
2888,2019-06-21 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",301
2889,2019-06-21 00:00:00+00:00,"Articles d'enfants, de puériculture",16
2890,2019-06-21 00:00:00+00:00,"Articles de sport, loisirs, camping",14
2891,2019-06-21 00:00:00+00:00,Articles médicaux,7
2892,2019-06-21 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",567
2893,2019-06-21 00:00:00+00:00,"Bijoux, montres",22
2894,2019-06-21 00:00:00+00:00,"Clés, porte-clés, badge magnétique",101
2895,2019-06-21 00:00:00+00:00,Divers,42
2896,2019-06-21 00:00:00+00:00,Instruments de musique,5
2897,2019-06-21 00:00:00+00:00,"Livres, articles de papéterie",33
2898,2019-06-21 00:00:00+00:00,Optique,114
2899,2019-06-21 00:00:00+00:00,Parapluies,16
2900,2019-06-21 00:00:00+00:00,Pièces d'identités et papiers personnels,108
2901,2019-06-21 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",211
2902,2019-06-21 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",44
2903,2019-06-21 00:00:00+00:00,"Vêtements, chaussures",324
2904,2019-06-28 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",339
2905,2019-06-28 00:00:00+00:00,"Articles d'enfants, de puériculture",13
2906,2019-06-28 00:00:00+00:00,"Articles de sport, loisirs, camping",20
2907,2019-06-28 00:00:00+00:00,Articles médicaux,6
2908,2019-06-28 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",563
2909,2019-06-28 00:00:00+00:00,"Bijoux, montres",13
2910,2019-06-28 00:00:00+00:00,"Clés, porte-clés, badge magnétique",73
2911,2019-06-28 00:00:00+00:00,Divers,42
2912,2019-06-28 00:00:00+00:00,Instruments de musique,2
2913,2019-06-28 00:00:00+00:00,"Livres, articles de papéterie",29
2914,2019-06-28 00:00:00+00:00,Optique,128
2915,2019-06-28 00:00:00+00:00,Parapluies,8
2916,2019-06-28 00:00:00+00:00,Pièces d'identités et papiers personnels,125
2917,2019-06-28 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",228
2918,2019-06-28 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",39
2919,2019-06-28 00:00:00+00:00,"Vêtements, chaussures",279
2920,2019-07-05 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",329
2921,2019-07-05 00:00:00+00:00,"Articles d'enfants, de puériculture",24
2922,2019-07-05 00:00:00+00:00,"Articles de sport, loisirs, camping",36
2923,2019-07-05 00:00:00+00:00,Articles médicaux,8
2924,2019-07-05 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",614
2925,2019-07-05 00:00:00+00:00,"Bijoux, montres",12
2926,2019-07-05 00:00:00+00:00,"Clés, porte-clés, badge magnétique",101
2927,2019-07-05 00:00:00+00:00,Divers,48
2928,2019-07-05 00:00:00+00:00,Instruments de musique,7
2929,2019-07-05 00:00:00+00:00,"Livres, articles de papéterie",44
2930,2019-07-05 00:00:00+00:00,Optique,153
2931,2019-07-05 00:00:00+00:00,Parapluies,1
2932,2019-07-05 00:00:00+00:00,Pièces d'identités et papiers personnels,120
2933,2019-07-05 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",229
2934,2019-07-05 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",42
2935,2019-07-05 00:00:00+00:00,"Vêtements, chaussures",271
2936,2019-07-12 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",322
2937,2019-07-12 00:00:00+00:00,"Articles d'enfants, de puériculture",27
2938,2019-07-12 00:00:00+00:00,"Articles de sport, loisirs, camping",33
2939,2019-07-12 00:00:00+00:00,Articles médicaux,9
2940,2019-07-12 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",636
2941,2019-07-12 00:00:00+00:00,"Bijoux, montres",16
2942,2019-07-12 00:00:00+00:00,"Clés, porte-clés, badge magnétique",81
2943,2019-07-12 00:00:00+00:00,Divers,51
2944,2019-07-12 00:00:00+00:00,Instruments de musique,5
2945,2019-07-12 00:00:00+00:00,"Livres, articles de papéterie",32
2946,2019-07-12 00:00:00+00:00,Optique,136
2947,2019-07-12 00:00:00+00:00,Parapluies,3
2948,2019-07-12 00:00:00+00:00,Pièces d'identités et papiers personnels,127
2949,2019-07-12 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",236
2950,2019-07-12 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",45
2951,2019-07-12 00:00:00+00:00,"Vêtements, chaussures",285
2952,2019-07-19 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",325
2953,2019-07-19 00:00:00+00:00,"Articles d'enfants, de puériculture",28
2954,2019-07-19 00:00:00+00:00,"Articles de sport, loisirs, camping",41
2955,2019-07-19 00:00:00+00:00,Articles médicaux,15
2956,2019-07-19 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",667
2957,2019-07-19 00:00:00+00:00,"Bijoux, montres",21
2958,2019-07-19 00:00:00+00:00,"Clés, porte-clés, badge magnétique",105
2959,2019-07-19 00:00:00+00:00,Divers,53
2960,2019-07-19 00:00:00+00:00,Instruments de musique,9
2961,2019-07-19 00:00:00+00:00,"Livres, articles de papéterie",47
2962,2019-07-19 00:00:00+00:00,Optique,155
2963,2019-07-19 00:00:00+00:00,Parapluies,5
2964,2019-07-19 00:00:00+00:00,Pièces d'identités et papiers personnels,144
2965,2019-07-19 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",235
2966,2019-07-19 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",28
2967,2019-07-19 00:00:00+00:00,"Vêtements, chaussures",340
2968,2019-07-26 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",302
2969,2019-07-26 00:00:00+00:00,"Articles d'enfants, de puériculture",28
2970,2019-07-26 00:00:00+00:00,"Articles de sport, loisirs, camping",39
2971,2019-07-26 00:00:00+00:00,Articles médicaux,4
2972,2019-07-26 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",562
2973,2019-07-26 00:00:00+00:00,"Bijoux, montres",17
2974,2019-07-26 00:00:00+00:00,"Clés, porte-clés, badge magnétique",78
2975,2019-07-26 00:00:00+00:00,Divers,45
2976,2019-07-26 00:00:00+00:00,Instruments de musique,8
2977,2019-07-26 00:00:00+00:00,"Livres, articles de papéterie",29
2978,2019-07-26 00:00:00+00:00,Optique,134
2979,2019-07-26 00:00:00+00:00,Parapluies,6
2980,2019-07-26 00:00:00+00:00,Pièces d'identités et papiers personnels,129
2981,2019-07-26 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",228
2982,2019-07-26 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",33
2983,2019-07-26 00:00:00+00:00,"Vêtements, chaussures",254
2984,2019-08-02 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",271
2985,2019-08-02 00:00:00+00:00,"Articles d'enfants, de puériculture",35
2986,2019-08-02 00:00:00+00:00,"Articles de sport, loisirs, camping",45
2987,2019-08-02 00:00:00+00:00,Articles médicaux,8
2988,2019-08-02 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",579
2989,2019-08-02 00:00:00+00:00,"Bijoux, montres",13
2990,2019-08-02 00:00:00+00:00,"Clés, porte-clés, badge magnétique",53
2991,2019-08-02 00:00:00+00:00,Divers,47
2992,2019-08-02 00:00:00+00:00,Instruments de musique,7
2993,2019-08-02 00:00:00+00:00,"Livres, articles de papéterie",30
2994,2019-08-02 00:00:00+00:00,Optique,139
2995,2019-08-02 00:00:00+00:00,Parapluies,10
2996,2019-08-02 00:00:00+00:00,Pièces d'identités et papiers personnels,102
2997,2019-08-02 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",224
2998,2019-08-02 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",29
2999,2019-08-02 00:00:00+00:00,"Vêtements, chaussures",311
3000,2019-08-09 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",268
3001,2019-08-09 00:00:00+00:00,"Articles d'enfants, de puériculture",16
3002,2019-08-09 00:00:00+00:00,"Articles de sport, loisirs, camping",50
3003,2019-08-09 00:00:00+00:00,Articles médicaux,7
3004,2019-08-09 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",573
3005,2019-08-09 00:00:00+00:00,"Bijoux, montres",14
3006,2019-08-09 00:00:00+00:00,"Clés, porte-clés, badge magnétique",59
3007,2019-08-09 00:00:00+00:00,Divers,49
3008,2019-08-09 00:00:00+00:00,Instruments de musique,9
3009,2019-08-09 00:00:00+00:00,"Livres, articles de papéterie",32
3010,2019-08-09 00:00:00+00:00,Optique,109
3011,2019-08-09 00:00:00+00:00,Parapluies,13
3012,2019-08-09 00:00:00+00:00,Pièces d'identités et papiers personnels,116
3013,2019-08-09 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",203
3014,2019-08-09 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",34
3015,2019-08-09 00:00:00+00:00,"Vêtements, chaussures",268
3016,2019-08-16 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",233
3017,2019-08-16 00:00:00+00:00,"Articles d'enfants, de puériculture",30
3018,2019-08-16 00:00:00+00:00,"Articles de sport, loisirs, camping",46
3019,2019-08-16 00:00:00+00:00,Articles médicaux,9
3020,2019-08-16 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",522
3021,2019-08-16 00:00:00+00:00,"Bijoux, montres",17
3022,2019-08-16 00:00:00+00:00,"Clés, porte-clés, badge magnétique",76
3023,2019-08-16 00:00:00+00:00,Divers,47
3024,2019-08-16 00:00:00+00:00,Instruments de musique,7
3025,2019-08-16 00:00:00+00:00,"Livres, articles de papéterie",30
3026,2019-08-16 00:00:00+00:00,Optique,113
3027,2019-08-16 00:00:00+00:00,Parapluies,15
3028,2019-08-16 00:00:00+00:00,Pièces d'identités et papiers personnels,149
3029,2019-08-16 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",231
3030,2019-08-16 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",34
3031,2019-08-16 00:00:00+00:00,"Vêtements, chaussures",247
3032,2019-08-23 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",250
3033,2019-08-23 00:00:00+00:00,"Articles d'enfants, de puériculture",37
3034,2019-08-23 00:00:00+00:00,"Articles de sport, loisirs, camping",30
3035,2019-08-23 00:00:00+00:00,Articles médicaux,2
3036,2019-08-23 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",592
3037,2019-08-23 00:00:00+00:00,"Bijoux, montres",12
3038,2019-08-23 00:00:00+00:00,"Clés, porte-clés, badge magnétique",57
3039,2019-08-23 00:00:00+00:00,Divers,42
3040,2019-08-23 00:00:00+00:00,Instruments de musique,8
3041,2019-08-23 00:00:00+00:00,"Livres, articles de papéterie",21
3042,2019-08-23 00:00:00+00:00,Optique,126
3043,2019-08-23 00:00:00+00:00,Parapluies,9
3044,2019-08-23 00:00:00+00:00,Pièces d'identités et papiers personnels,112
3045,2019-08-23 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",222
3046,2019-08-23 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",21
3047,2019-08-23 00:00:00+00:00,"Vêtements, chaussures",291
3048,2019-08-30 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",287
3049,2019-08-30 00:00:00+00:00,"Articles d'enfants, de puériculture",27
3050,2019-08-30 00:00:00+00:00,"Articles de sport, loisirs, camping",21
3051,2019-08-30 00:00:00+00:00,Articles médicaux,7
3052,2019-08-30 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",543
3053,2019-08-30 00:00:00+00:00,"Bijoux, montres",12
3054,2019-08-30 00:00:00+00:00,"Clés, porte-clés, badge magnétique",73
3055,2019-08-30 00:00:00+00:00,Divers,39
3056,2019-08-30 00:00:00+00:00,Instruments de musique,3
3057,2019-08-30 00:00:00+00:00,"Livres, articles de papéterie",34
3058,2019-08-30 00:00:00+00:00,Optique,93
3059,2019-08-30 00:00:00+00:00,Parapluies,7
3060,2019-08-30 00:00:00+00:00,Pièces d'identités et papiers personnels,110
3061,2019-08-30 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",201
3062,2019-08-30 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",30
3063,2019-08-30 00:00:00+00:00,"Vêtements, chaussures",269
3064,2019-09-06 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",255
3065,2019-09-06 00:00:00+00:00,"Articles d'enfants, de puériculture",21
3066,2019-09-06 00:00:00+00:00,"Articles de sport, loisirs, camping",23
3067,2019-09-06 00:00:00+00:00,Articles médicaux,9
3068,2019-09-06 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",624
3069,2019-09-06 00:00:00+00:00,"Bijoux, montres",12
3070,2019-09-06 00:00:00+00:00,"Clés, porte-clés, badge magnétique",83
3071,2019-09-06 00:00:00+00:00,Divers,45
3072,2019-09-06 00:00:00+00:00,Instruments de musique,3
3073,2019-09-06 00:00:00+00:00,"Livres, articles de papéterie",33
3074,2019-09-06 00:00:00+00:00,Optique,147
3075,2019-09-06 00:00:00+00:00,Parapluies,3
3076,2019-09-06 00:00:00+00:00,Pièces d'identités et papiers personnels,130
3077,2019-09-06 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",241
3078,2019-09-06 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",22
3079,2019-09-06 00:00:00+00:00,"Vêtements, chaussures",259
3080,2019-09-13 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",285
3081,2019-09-13 00:00:00+00:00,"Articles d'enfants, de puériculture",9
3082,2019-09-13 00:00:00+00:00,"Articles de sport, loisirs, camping",23
3083,2019-09-13 00:00:00+00:00,Articles médicaux,18
3084,2019-09-13 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",561
3085,2019-09-13 00:00:00+00:00,"Bijoux, montres",13
3086,2019-09-13 00:00:00+00:00,"Clés, porte-clés, badge magnétique",91
3087,2019-09-13 00:00:00+00:00,Divers,41
3088,2019-09-13 00:00:00+00:00,Instruments de musique,10
3089,2019-09-13 00:00:00+00:00,"Livres, articles de papéterie",15
3090,2019-09-13 00:00:00+00:00,Optique,108
3091,2019-09-13 00:00:00+00:00,Parapluies,6
3092,2019-09-13 00:00:00+00:00,Pièces d'identités et papiers personnels,100
3093,2019-09-13 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",229
3094,2019-09-13 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",32
3095,2019-09-13 00:00:00+00:00,"Vêtements, chaussures",319
3096,2019-09-20 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",296
3097,2019-09-20 00:00:00+00:00,"Articles d'enfants, de puériculture",13
3098,2019-09-20 00:00:00+00:00,"Articles de sport, loisirs, camping",19
3099,2019-09-20 00:00:00+00:00,Articles médicaux,10
3100,2019-09-20 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",564
3101,2019-09-20 00:00:00+00:00,"Bijoux, montres",21
3102,2019-09-20 00:00:00+00:00,"Clés, porte-clés, badge magnétique",92
3103,2019-09-20 00:00:00+00:00,Divers,63
3104,2019-09-20 00:00:00+00:00,Instruments de musique,2
3105,2019-09-20 00:00:00+00:00,"Livres, articles de papéterie",44
3106,2019-09-20 00:00:00+00:00,Optique,116
3107,2019-09-20 00:00:00+00:00,Parapluies,3
3108,2019-09-20 00:00:00+00:00,Pièces d'identités et papiers personnels,110
3109,2019-09-20 00:00:00+00:00,"Porte-monnaie / portefeuille, argent, titres",221
3110,2019-09-20 00:00:00+00:00,"Vélos, trottinettes, accessoires 2 roues",31
3111,2019-09-20 00:00:00+00:00,"Vêtements, chaussures",372
3112,2019-09-27 00:00:00+00:00,"Appareils électroniques, informatiques, appareils photo",270
3113,2019-09-27 00:00:00+00:00,"Articles d'enfants, de puériculture",14
3114,2019-09-27 00:00:00+00:00,"Articles de sport, loisirs, camping",24
3115,2019-09-27 00:00:00+00:00,Articles médicaux,7
3116,2019-09-27 00:00:00+00:00,"Bagagerie: sacs, valises, cartables",564
3117,2019-09-27 00:00:00+00:00,"Bijoux, montres",13
3118,2019-09-27 00:00:00+00:00,"Clés, porte-clés, badge magnétique",55
3119,2019-09-27 00:00:00+00:00,Divers,42
3120,2019-09-27 00:00:00+00:00,Instruments de musique,5
3121,2019-09-27 00:00:00+00:00,"Livres, articles de papéterie",40
