,date,code_departement,type_objet,nombre d'objets perdus par type,nombre_voyageurs
0,2016,01,"Appareils électroniques, informatiques, appareils photo",103,8300028
1,2016,01,"Articles d'enfants, de puériculture",1,8300028
2,2016,01,"Articles de sport, loisirs, camping",3,8300028
3,2016,01,Articles médicaux,3,8300028
4,2016,01,"Bagagerie: sacs, valises, cartables",181,8300028
5,2016,01,"Bijoux, montres",1,8300028
6,2016,01,"Clés, porte-clés, badge magnétique",8,8300028
7,2016,01,Divers,2,8300028
8,2016,01,Instruments de musique,1,8300028
9,2016,01,"Livres, articles de papéterie",1,8300028
10,2016,01,Optique,11,8300028
11,2016,01,Parapluies,2,8300028
12,2016,01,Pièces d'identités et papiers personnels,8,8300028
13,2016,01,"Porte-monnaie / portefeuille, argent, titres",50,8300028
14,2016,01,"Vélos, trottinettes, accessoires 2 roues",14,8300028
15,2016,01,"Vêtements, chaussures",29,8300028
16,2016,02,"Appareils électroniques, informatiques, appareils photo",48,7285511
17,2016,02,Articles médicaux,1,7285511
18,2016,02,"Bagagerie: sacs, valises, cartables",57,7285511
19,2016,02,"Clés, porte-clés, badge magnétique",2,7285511
20,2016,02,Divers,3,7285511
21,2016,02,Instruments de musique,1,7285511
22,2016,02,Optique,2,7285511
23,2016,02,Pièces d'identités et papiers personnels,3,7285511
24,2016,02,"Porte-monnaie / portefeuille, argent, titres",18,7285511
25,2016,02,"Vélos, trottinettes, accessoires 2 roues",3,7285511
26,2016,02,"Vêtements, chaussures",10,7285511
27,2016,03,"Appareils électroniques, informatiques, appareils photo",17,2815151
28,2016,03,"Articles de sport, loisirs, camping",1,2815151
29,2016,03,"Bagagerie: sacs, valises, cartables",13,2815151
30,2016,03,"Bijoux, montres",1,2815151
31,2016,03,"Clés, porte-clés, badge magnétique",2,2815151
32,2016,03,Divers,2,2815151
33,2016,03,Optique,5,2815151
34,2016,03,Parapluies,1,2815151
35,2016,03,Pièces d'identités et papiers personnels,14,2815151
36,2016,03,"Porte-monnaie / portefeuille, argent, titres",7,2815151
37,2016,03,"Vélos, trottinettes, accessoires 2 roues",1,2815151
38,2016,03,"Vêtements, chaussures",4,2815151
39,2016,05,"Appareils électroniques, informatiques, appareils photo",6,958079
40,2016,05,"Articles d'enfants, de puériculture",1,958079
41,2016,05,"Articles de sport, loisirs, camping",2,958079
42,2016,05,"Bagagerie: sacs, valises, cartables",4,958079
43,2016,05,"Porte-monnaie / portefeuille, argent, titres",2,958079
44,2016,05,"Vêtements, chaussures",4,958079
45,2016,06,"Appareils électroniques, informatiques, appareils photo",340,24210620
46,2016,06,"Articles d'enfants, de puériculture",27,24210620
47,2016,06,"Articles de sport, loisirs, camping",32,24210620
48,2016,06,Articles médicaux,22,24210620
49,2016,06,"Bagagerie: sacs, valises, cartables",1118,24210620
50,2016,06,"Bijoux, montres",6,24210620
51,2016,06,"Clés, porte-clés, badge magnétique",173,24210620
52,2016,06,Divers,31,24210620
53,2016,06,Instruments de musique,2,24210620
54,2016,06,"Livres, articles de papéterie",29,24210620
55,2016,06,Optique,149,24210620
56,2016,06,Parapluies,10,24210620
57,2016,06,Pièces d'identités et papiers personnels,272,24210620
58,2016,06,"Porte-monnaie / portefeuille, argent, titres",363,24210620
59,2016,06,"Vélos, trottinettes, accessoires 2 roues",32,24210620
60,2016,06,"Vêtements, chaussures",405,24210620
61,2016,08,"Appareils électroniques, informatiques, appareils photo",10,2796895
62,2016,08,"Articles de sport, loisirs, camping",3,2796895
63,2016,08,"Bagagerie: sacs, valises, cartables",8,2796895
64,2016,08,"Bijoux, montres",2,2796895
65,2016,08,Optique,2,2796895
66,2016,08,"Porte-monnaie / portefeuille, argent, titres",2,2796895
67,2016,08,"Vêtements, chaussures",2,2796895
68,2016,10,"Appareils électroniques, informatiques, appareils photo",16,1566970
69,2016,10,"Articles d'enfants, de puériculture",1,1566970
70,2016,10,"Articles de sport, loisirs, camping",2,1566970
71,2016,10,"Bagagerie: sacs, valises, cartables",26,1566970
72,2016,10,"Bijoux, montres",4,1566970
73,2016,10,"Clés, porte-clés, badge magnétique",10,1566970
74,2016,10,Divers,2,1566970
75,2016,10,"Livres, articles de papéterie",3,1566970
76,2016,10,Optique,10,1566970
77,2016,10,Parapluies,4,1566970
78,2016,10,Pièces d'identités et papiers personnels,6,1566970
79,2016,10,"Porte-monnaie / portefeuille, argent, titres",11,1566970
80,2016,10,"Vélos, trottinettes, accessoires 2 roues",3,1566970
81,2016,10,"Vêtements, chaussures",23,1566970
82,2016,11,"Appareils électroniques, informatiques, appareils photo",62,2900004
83,2016,11,"Articles d'enfants, de puériculture",2,2900004
84,2016,11,"Articles de sport, loisirs, camping",3,2900004
85,2016,11,"Bagagerie: sacs, valises, cartables",139,2900004
86,2016,11,"Bijoux, montres",1,2900004
87,2016,11,"Clés, porte-clés, badge magnétique",4,2900004
88,2016,11,Divers,6,2900004
89,2016,11,Instruments de musique,2,2900004
90,2016,11,"Livres, articles de papéterie",2,2900004
91,2016,11,Optique,4,2900004
92,2016,11,Pièces d'identités et papiers personnels,2,2900004
93,2016,11,"Porte-monnaie / portefeuille, argent, titres",28,2900004
94,2016,11,"Vélos, trottinettes, accessoires 2 roues",3,2900004
95,2016,11,"Vêtements, chaussures",13,2900004
96,2016,13,"Appareils électroniques, informatiques, appareils photo",603,24331855
97,2016,13,"Articles d'enfants, de puériculture",77,24331855
98,2016,13,"Articles de sport, loisirs, camping",24,24331855
99,2016,13,Articles médicaux,32,24331855
100,2016,13,"Bagagerie: sacs, valises, cartables",1434,24331855
101,2016,13,"Bijoux, montres",28,24331855
102,2016,13,"Clés, porte-clés, badge magnétique",192,24331855
103,2016,13,Divers,63,24331855
104,2016,13,Instruments de musique,9,24331855
105,2016,13,"Livres, articles de papéterie",67,24331855
106,2016,13,Optique,211,24331855
107,2016,13,Parapluies,18,24331855
108,2016,13,Pièces d'identités et papiers personnels,343,24331855
109,2016,13,"Porte-monnaie / portefeuille, argent, titres",503,24331855
110,2016,13,"Vélos, trottinettes, accessoires 2 roues",26,24331855
111,2016,13,"Vêtements, chaussures",435,24331855
112,2016,14,"Appareils électroniques, informatiques, appareils photo",156,6379867
113,2016,14,"Articles d'enfants, de puériculture",15,6379867
114,2016,14,"Articles de sport, loisirs, camping",19,6379867
115,2016,14,Articles médicaux,13,6379867
116,2016,14,"Bagagerie: sacs, valises, cartables",263,6379867
117,2016,14,"Bijoux, montres",11,6379867
118,2016,14,"Clés, porte-clés, badge magnétique",38,6379867
119,2016,14,Divers,19,6379867
120,2016,14,Instruments de musique,5,6379867
121,2016,14,"Livres, articles de papéterie",66,6379867
122,2016,14,Optique,99,6379867
123,2016,14,Parapluies,54,6379867
124,2016,14,Pièces d'identités et papiers personnels,85,6379867
125,2016,14,"Porte-monnaie / portefeuille, argent, titres",77,6379867
126,2016,14,"Vélos, trottinettes, accessoires 2 roues",16,6379867
127,2016,14,"Vêtements, chaussures",257,6379867
128,2016,16,"Appareils électroniques, informatiques, appareils photo",42,2122957
129,2016,16,"Articles d'enfants, de puériculture",3,2122957
130,2016,16,"Articles de sport, loisirs, camping",2,2122957
131,2016,16,"Bagagerie: sacs, valises, cartables",62,2122957
132,2016,16,"Bijoux, montres",2,2122957
133,2016,16,"Clés, porte-clés, badge magnétique",7,2122957
134,2016,16,Divers,2,2122957
135,2016,16,"Livres, articles de papéterie",2,2122957
136,2016,16,Optique,6,2122957
137,2016,16,Pièces d'identités et papiers personnels,5,2122957
138,2016,16,"Porte-monnaie / portefeuille, argent, titres",18,2122957
139,2016,16,"Vélos, trottinettes, accessoires 2 roues",1,2122957
140,2016,16,"Vêtements, chaussures",14,2122957
141,2016,17,"Appareils électroniques, informatiques, appareils photo",178,3736408
142,2016,17,"Articles d'enfants, de puériculture",24,3736408
143,2016,17,"Articles de sport, loisirs, camping",18,3736408
144,2016,17,Articles médicaux,5,3736408
145,2016,17,"Bagagerie: sacs, valises, cartables",262,3736408
146,2016,17,"Bijoux, montres",10,3736408
147,2016,17,"Clés, porte-clés, badge magnétique",44,3736408
148,2016,17,Divers,59,3736408
149,2016,17,Instruments de musique,2,3736408
150,2016,17,"Livres, articles de papéterie",22,3736408
151,2016,17,Optique,96,3736408
152,2016,17,Parapluies,12,3736408
153,2016,17,Pièces d'identités et papiers personnels,102,3736408
154,2016,17,"Porte-monnaie / portefeuille, argent, titres",75,3736408
155,2016,17,"Vélos, trottinettes, accessoires 2 roues",16,3736408
156,2016,17,"Vêtements, chaussures",398,3736408
157,2016,18,"Appareils électroniques, informatiques, appareils photo",52,2005225
158,2016,18,"Articles d'enfants, de puériculture",7,2005225
159,2016,18,"Articles de sport, loisirs, camping",4,2005225
160,2016,18,Articles médicaux,4,2005225
161,2016,18,"Bagagerie: sacs, valises, cartables",104,2005225
162,2016,18,"Bijoux, montres",7,2005225
163,2016,18,"Clés, porte-clés, badge magnétique",33,2005225
164,2016,18,Divers,18,2005225
165,2016,18,Instruments de musique,3,2005225
166,2016,18,"Livres, articles de papéterie",22,2005225
167,2016,18,Optique,39,2005225
168,2016,18,Parapluies,25,2005225
169,2016,18,Pièces d'identités et papiers personnels,66,2005225
170,2016,18,"Porte-monnaie / portefeuille, argent, titres",47,2005225
171,2016,18,"Vélos, trottinettes, accessoires 2 roues",5,2005225
172,2016,18,"Vêtements, chaussures",118,2005225
173,2016,19,"Appareils électroniques, informatiques, appareils photo",52,1262954
174,2016,19,"Articles de sport, loisirs, camping",7,1262954
175,2016,19,"Bagagerie: sacs, valises, cartables",53,1262954
176,2016,19,"Bijoux, montres",1,1262954
177,2016,19,"Clés, porte-clés, badge magnétique",5,1262954
178,2016,19,Divers,10,1262954
179,2016,19,Optique,33,1262954
180,2016,19,Pièces d'identités et papiers personnels,2,1262954
181,2016,19,"Porte-monnaie / portefeuille, argent, titres",14,1262954
182,2016,19,"Vélos, trottinettes, accessoires 2 roues",4,1262954
183,2016,19,"Vêtements, chaussures",47,1262954
184,2016,21,"Appareils électroniques, informatiques, appareils photo",161,9020007
185,2016,21,"Articles d'enfants, de puériculture",13,9020007
186,2016,21,"Articles de sport, loisirs, camping",13,9020007
187,2016,21,Articles médicaux,4,9020007
188,2016,21,"Bagagerie: sacs, valises, cartables",275,9020007
189,2016,21,"Bijoux, montres",12,9020007
190,2016,21,"Clés, porte-clés, badge magnétique",81,9020007
191,2016,21,Divers,18,9020007
192,2016,21,Instruments de musique,2,9020007
193,2016,21,"Livres, articles de papéterie",9,9020007
194,2016,21,Optique,61,9020007
195,2016,21,Parapluies,11,9020007
196,2016,21,Pièces d'identités et papiers personnels,2,9020007
197,2016,21,"Porte-monnaie / portefeuille, argent, titres",80,9020007
198,2016,21,"Vélos, trottinettes, accessoires 2 roues",11,9020007
199,2016,21,"Vêtements, chaussures",109,9020007
200,2016,22,"Appareils électroniques, informatiques, appareils photo",28,2851708
201,2016,22,"Articles d'enfants, de puériculture",5,2851708
202,2016,22,"Articles de sport, loisirs, camping",5,2851708
203,2016,22,Articles médicaux,3,2851708
204,2016,22,"Bagagerie: sacs, valises, cartables",47,2851708
205,2016,22,"Bijoux, montres",3,2851708
206,2016,22,"Clés, porte-clés, badge magnétique",18,2851708
207,2016,22,Divers,3,2851708
208,2016,22,Instruments de musique,2,2851708
209,2016,22,"Livres, articles de papéterie",2,2851708
210,2016,22,Optique,17,2851708
211,2016,22,Parapluies,10,2851708
212,2016,22,Pièces d'identités et papiers personnels,20,2851708
213,2016,22,"Porte-monnaie / portefeuille, argent, titres",22,2851708
214,2016,22,"Vélos, trottinettes, accessoires 2 roues",1,2851708
215,2016,22,"Vêtements, chaussures",57,2851708
216,2016,24,"Appareils électroniques, informatiques, appareils photo",39,2158868
217,2016,24,"Articles d'enfants, de puériculture",3,2158868
218,2016,24,"Articles de sport, loisirs, camping",3,2158868
219,2016,24,Articles médicaux,1,2158868
220,2016,24,"Bagagerie: sacs, valises, cartables",55,2158868
221,2016,24,"Bijoux, montres",6,2158868
222,2016,24,"Clés, porte-clés, badge magnétique",13,2158868
223,2016,24,Divers,9,2158868
224,2016,24,Instruments de musique,1,2158868
225,2016,24,"Livres, articles de papéterie",9,2158868
226,2016,24,Optique,18,2158868
227,2016,24,Parapluies,18,2158868
228,2016,24,Pièces d'identités et papiers personnels,48,2158868
229,2016,24,"Porte-monnaie / portefeuille, argent, titres",26,2158868
230,2016,24,"Vélos, trottinettes, accessoires 2 roues",7,2158868
231,2016,24,"Vêtements, chaussures",61,2158868
232,2016,25,"Appareils électroniques, informatiques, appareils photo",63,4805784
233,2016,25,"Articles d'enfants, de puériculture",4,4805784
234,2016,25,"Articles de sport, loisirs, camping",5,4805784
235,2016,25,Articles médicaux,7,4805784
236,2016,25,"Bagagerie: sacs, valises, cartables",121,4805784
237,2016,25,"Bijoux, montres",3,4805784
238,2016,25,"Clés, porte-clés, badge magnétique",13,4805784
239,2016,25,Divers,5,4805784
240,2016,25,Instruments de musique,5,4805784
241,2016,25,"Livres, articles de papéterie",4,4805784
242,2016,25,Optique,29,4805784
243,2016,25,Parapluies,4,4805784
244,2016,25,Pièces d'identités et papiers personnels,11,4805784
245,2016,25,"Porte-monnaie / portefeuille, argent, titres",42,4805784
246,2016,25,"Vélos, trottinettes, accessoires 2 roues",8,4805784
247,2016,25,"Vêtements, chaussures",43,4805784
248,2016,26,"Appareils électroniques, informatiques, appareils photo",94,7492518
249,2016,26,"Articles d'enfants, de puériculture",6,7492518
250,2016,26,"Articles de sport, loisirs, camping",16,7492518
251,2016,26,Articles médicaux,1,7492518
252,2016,26,"Bagagerie: sacs, valises, cartables",186,7492518
253,2016,26,"Bijoux, montres",10,7492518
254,2016,26,"Clés, porte-clés, badge magnétique",39,7492518
255,2016,26,Divers,9,7492518
256,2016,26,Instruments de musique,2,7492518
257,2016,26,"Livres, articles de papéterie",5,7492518
258,2016,26,Optique,37,7492518
259,2016,26,Parapluies,8,7492518
260,2016,26,Pièces d'identités et papiers personnels,4,7492518
261,2016,26,"Porte-monnaie / portefeuille, argent, titres",56,7492518
262,2016,26,"Vélos, trottinettes, accessoires 2 roues",11,7492518
263,2016,26,"Vêtements, chaussures",56,7492518
264,2016,27,"Appareils électroniques, informatiques, appareils photo",20,5672967
265,2016,27,"Articles de sport, loisirs, camping",1,5672967
266,2016,27,"Bagagerie: sacs, valises, cartables",8,5672967
267,2016,27,"Clés, porte-clés, badge magnétique",3,5672967
268,2016,27,Pièces d'identités et papiers personnels,1,5672967
269,2016,27,"Porte-monnaie / portefeuille, argent, titres",4,5672967
270,2016,27,"Vélos, trottinettes, accessoires 2 roues",1,5672967
271,2016,28,"Appareils électroniques, informatiques, appareils photo",65,9436492
272,2016,28,"Articles d'enfants, de puériculture",1,9436492
273,2016,28,Articles médicaux,1,9436492
274,2016,28,"Bagagerie: sacs, valises, cartables",68,9436492
275,2016,28,"Bijoux, montres",8,9436492
276,2016,28,"Clés, porte-clés, badge magnétique",50,9436492
277,2016,28,Divers,7,9436492
278,2016,28,"Livres, articles de papéterie",6,9436492
279,2016,28,Optique,19,9436492
280,2016,28,Parapluies,4,9436492
281,2016,28,Pièces d'identités et papiers personnels,31,9436492
282,2016,28,"Porte-monnaie / portefeuille, argent, titres",40,9436492
283,2016,28,"Vélos, trottinettes, accessoires 2 roues",5,9436492
284,2016,28,"Vêtements, chaussures",38,9436492
285,2016,29,"Appareils électroniques, informatiques, appareils photo",425,4489901
286,2016,29,"Articles d'enfants, de puériculture",44,4489901
287,2016,29,"Articles de sport, loisirs, camping",76,4489901
288,2016,29,Articles médicaux,13,4489901
289,2016,29,"Bagagerie: sacs, valises, cartables",633,4489901
290,2016,29,"Bijoux, montres",30,4489901
291,2016,29,"Clés, porte-clés, badge magnétique",55,4489901
292,2016,29,Divers,85,4489901
293,2016,29,Instruments de musique,10,4489901
294,2016,29,"Livres, articles de papéterie",129,4489901
295,2016,29,Optique,284,4489901
296,2016,29,Parapluies,66,4489901
297,2016,29,Pièces d'identités et papiers personnels,47,4489901
298,2016,29,"Porte-monnaie / portefeuille, argent, titres",146,4489901
299,2016,29,"Vélos, trottinettes, accessoires 2 roues",29,4489901
300,2016,29,"Vêtements, chaussures",889,4489901
301,2016,30,"Appareils électroniques, informatiques, appareils photo",55,4843473
302,2016,30,"Articles d'enfants, de puériculture",1,4843473
303,2016,30,"Articles de sport, loisirs, camping",2,4843473
304,2016,30,Articles médicaux,3,4843473
305,2016,30,"Bagagerie: sacs, valises, cartables",93,4843473
306,2016,30,Divers,3,4843473
307,2016,30,Instruments de musique,1,4843473
308,2016,30,"Livres, articles de papéterie",1,4843473
309,2016,30,Optique,6,4843473
310,2016,30,Pièces d'identités et papiers personnels,8,4843473
311,2016,30,"Porte-monnaie / portefeuille, argent, titres",36,4843473
312,2016,30,"Vélos, trottinettes, accessoires 2 roues",6,4843473
313,2016,30,"Vêtements, chaussures",7,4843473
314,2016,31,"Appareils électroniques, informatiques, appareils photo",306,16401306
315,2016,31,"Articles d'enfants, de puériculture",20,16401306
316,2016,31,"Articles de sport, loisirs, camping",22,16401306
317,2016,31,Articles médicaux,14,16401306
318,2016,31,"Bagagerie: sacs, valises, cartables",656,16401306
319,2016,31,"Bijoux, montres",23,16401306
320,2016,31,"Clés, porte-clés, badge magnétique",82,16401306
321,2016,31,Divers,51,16401306
322,2016,31,Instruments de musique,7,16401306
323,2016,31,"Livres, articles de papéterie",40,16401306
324,2016,31,Optique,119,16401306
325,2016,31,Parapluies,5,16401306
326,2016,31,Pièces d'identités et papiers personnels,157,16401306
327,2016,31,"Porte-monnaie / portefeuille, argent, titres",283,16401306
328,2016,31,"Vélos, trottinettes, accessoires 2 roues",33,16401306
329,2016,31,"Vêtements, chaussures",157,16401306
330,2016,33,"Appareils électroniques, informatiques, appareils photo",361,21666364
331,2016,33,"Articles d'enfants, de puériculture",46,21666364
332,2016,33,"Articles de sport, loisirs, camping",25,21666364
333,2016,33,Articles médicaux,14,21666364
334,2016,33,"Bagagerie: sacs, valises, cartables",829,21666364
335,2016,33,"Bijoux, montres",19,21666364
336,2016,33,"Clés, porte-clés, badge magnétique",120,21666364
337,2016,33,Divers,16,21666364
338,2016,33,Instruments de musique,8,21666364
339,2016,33,"Livres, articles de papéterie",62,21666364
340,2016,33,Optique,151,21666364
341,2016,33,Parapluies,17,21666364
342,2016,33,Pièces d'identités et papiers personnels,456,21666364
343,2016,33,"Porte-monnaie / portefeuille, argent, titres",361,21666364
344,2016,33,"Vélos, trottinettes, accessoires 2 roues",27,21666364
345,2016,33,"Vêtements, chaussures",244,21666364
346,2016,34,"Appareils électroniques, informatiques, appareils photo",348,12598135
347,2016,34,"Articles d'enfants, de puériculture",45,12598135
348,2016,34,"Articles de sport, loisirs, camping",52,12598135
349,2016,34,Articles médicaux,11,12598135
350,2016,34,"Bagagerie: sacs, valises, cartables",789,12598135
351,2016,34,"Bijoux, montres",14,12598135
352,2016,34,"Clés, porte-clés, badge magnétique",84,12598135
353,2016,34,Divers,46,12598135
354,2016,34,Instruments de musique,10,12598135
355,2016,34,"Livres, articles de papéterie",83,12598135
356,2016,34,Optique,174,12598135
357,2016,34,Parapluies,10,12598135
358,2016,34,Pièces d'identités et papiers personnels,221,12598135
359,2016,34,"Porte-monnaie / portefeuille, argent, titres",293,12598135
360,2016,34,"Vélos, trottinettes, accessoires 2 roues",21,12598135
361,2016,34,"Vêtements, chaussures",593,12598135
362,2016,35,"Appareils électroniques, informatiques, appareils photo",486,15861382
363,2016,35,"Articles d'enfants, de puériculture",64,15861382
364,2016,35,"Articles de sport, loisirs, camping",70,15861382
365,2016,35,Articles médicaux,24,15861382
366,2016,35,"Bagagerie: sacs, valises, cartables",804,15861382
367,2016,35,"Bijoux, montres",34,15861382
368,2016,35,"Clés, porte-clés, badge magnétique",128,15861382
369,2016,35,Divers,50,15861382
370,2016,35,Instruments de musique,6,15861382
371,2016,35,"Livres, articles de papéterie",163,15861382
372,2016,35,Optique,255,15861382
373,2016,35,Parapluies,109,15861382
374,2016,35,Pièces d'identités et papiers personnels,142,15861382
375,2016,35,"Porte-monnaie / portefeuille, argent, titres",309,15861382
376,2016,35,"Vélos, trottinettes, accessoires 2 roues",43,15861382
377,2016,35,"Vêtements, chaussures",887,15861382
378,2016,36,"Appareils électroniques, informatiques, appareils photo",11,1135778
379,2016,36,"Articles d'enfants, de puériculture",1,1135778
380,2016,36,Articles médicaux,1,1135778
381,2016,36,"Bagagerie: sacs, valises, cartables",18,1135778
382,2016,36,"Bijoux, montres",2,1135778
383,2016,36,"Clés, porte-clés, badge magnétique",4,1135778
384,2016,36,Optique,6,1135778
385,2016,36,Pièces d'identités et papiers personnels,3,1135778
386,2016,36,"Porte-monnaie / portefeuille, argent, titres",9,1135778
387,2016,36,"Vêtements, chaussures",6,1135778
388,2016,37,"Appareils électroniques, informatiques, appareils photo",240,10672519
389,2016,37,"Articles d'enfants, de puériculture",18,10672519
390,2016,37,"Articles de sport, loisirs, camping",15,10672519
391,2016,37,Articles médicaux,7,10672519
392,2016,37,"Bagagerie: sacs, valises, cartables",419,10672519
393,2016,37,"Bijoux, montres",12,10672519
394,2016,37,"Clés, porte-clés, badge magnétique",66,10672519
395,2016,37,Divers,66,10672519
396,2016,37,Instruments de musique,5,10672519
397,2016,37,"Livres, articles de papéterie",20,10672519
398,2016,37,Optique,113,10672519
399,2016,37,Parapluies,18,10672519
400,2016,37,Pièces d'identités et papiers personnels,37,10672519
401,2016,37,"Porte-monnaie / portefeuille, argent, titres",115,10672519
402,2016,37,"Vélos, trottinettes, accessoires 2 roues",40,10672519
403,2016,37,"Vêtements, chaussures",245,10672519
404,2016,38,"Appareils électroniques, informatiques, appareils photo",173,20460122
405,2016,38,"Articles d'enfants, de puériculture",5,20460122
406,2016,38,"Articles de sport, loisirs, camping",18,20460122
407,2016,38,Articles médicaux,5,20460122
408,2016,38,"Bagagerie: sacs, valises, cartables",264,20460122
409,2016,38,"Bijoux, montres",1,20460122
410,2016,38,"Clés, porte-clés, badge magnétique",13,20460122
411,2016,38,Divers,8,20460122
412,2016,38,Instruments de musique,3,20460122
413,2016,38,"Livres, articles de papéterie",7,20460122
414,2016,38,Optique,16,20460122
415,2016,38,Pièces d'identités et papiers personnels,3,20460122
416,2016,38,"Porte-monnaie / portefeuille, argent, titres",112,20460122
417,2016,38,"Vélos, trottinettes, accessoires 2 roues",9,20460122
418,2016,38,"Vêtements, chaussures",55,20460122
419,2016,40,"Appareils électroniques, informatiques, appareils photo",31,1715355
420,2016,40,"Articles de sport, loisirs, camping",3,1715355
421,2016,40,Articles médicaux,1,1715355
422,2016,40,"Bagagerie: sacs, valises, cartables",41,1715355
423,2016,40,"Clés, porte-clés, badge magnétique",8,1715355
424,2016,40,"Livres, articles de papéterie",1,1715355
425,2016,40,Optique,10,1715355
426,2016,40,Parapluies,2,1715355
427,2016,40,Pièces d'identités et papiers personnels,12,1715355
428,2016,40,"Porte-monnaie / portefeuille, argent, titres",15,1715355
429,2016,40,"Vélos, trottinettes, accessoires 2 roues",4,1715355
430,2016,40,"Vêtements, chaussures",16,1715355
431,2016,41,"Appareils électroniques, informatiques, appareils photo",21,3448729
432,2016,41,"Bagagerie: sacs, valises, cartables",33,3448729
433,2016,41,"Bijoux, montres",5,3448729
434,2016,41,"Clés, porte-clés, badge magnétique",7,3448729
435,2016,41,Divers,1,3448729
436,2016,41,"Livres, articles de papéterie",4,3448729
437,2016,41,Optique,10,3448729
438,2016,41,Parapluies,1,3448729
439,2016,41,Pièces d'identités et papiers personnels,5,3448729
440,2016,41,"Porte-monnaie / portefeuille, argent, titres",17,3448729
441,2016,41,"Vêtements, chaussures",29,3448729
442,2016,42,"Appareils électroniques, informatiques, appareils photo",107,7223657
443,2016,42,"Articles d'enfants, de puériculture",3,7223657
444,2016,42,"Articles de sport, loisirs, camping",1,7223657
445,2016,42,Articles médicaux,1,7223657
446,2016,42,"Bagagerie: sacs, valises, cartables",191,7223657
447,2016,42,"Bijoux, montres",4,7223657
448,2016,42,"Clés, porte-clés, badge magnétique",19,7223657
449,2016,42,Divers,4,7223657
450,2016,42,Instruments de musique,5,7223657
451,2016,42,"Livres, articles de papéterie",6,7223657
452,2016,42,Optique,17,7223657
453,2016,42,Pièces d'identités et papiers personnels,16,7223657
454,2016,42,"Porte-monnaie / portefeuille, argent, titres",90,7223657
455,2016,42,"Vélos, trottinettes, accessoires 2 roues",12,7223657
456,2016,42,"Vêtements, chaussures",63,7223657
457,2016,44,"Appareils électroniques, informatiques, appareils photo",458,17744093
458,2016,44,"Articles d'enfants, de puériculture",51,17744093
459,2016,44,"Articles de sport, loisirs, camping",63,17744093
460,2016,44,Articles médicaux,18,17744093
461,2016,44,"Bagagerie: sacs, valises, cartables",1007,17744093
462,2016,44,"Bijoux, montres",35,17744093
463,2016,44,"Clés, porte-clés, badge magnétique",124,17744093
464,2016,44,Divers,44,17744093
465,2016,44,Instruments de musique,8,17744093
466,2016,44,"Livres, articles de papéterie",82,17744093
467,2016,44,Optique,179,17744093
468,2016,44,Parapluies,27,17744093
469,2016,44,Pièces d'identités et papiers personnels,177,17744093
470,2016,44,"Porte-monnaie / portefeuille, argent, titres",290,17744093
471,2016,44,"Vélos, trottinettes, accessoires 2 roues",38,17744093
472,2016,44,"Vêtements, chaussures",543,17744093
473,2016,45,"Appareils électroniques, informatiques, appareils photo",135,8533745
474,2016,45,"Articles d'enfants, de puériculture",7,8533745
475,2016,45,"Articles de sport, loisirs, camping",10,8533745
476,2016,45,Articles médicaux,3,8533745
477,2016,45,"Bagagerie: sacs, valises, cartables",236,8533745
478,2016,45,"Bijoux, montres",14,8533745
479,2016,45,"Clés, porte-clés, badge magnétique",65,8533745
480,2016,45,Divers,34,8533745
481,2016,45,Instruments de musique,6,8533745
482,2016,45,"Livres, articles de papéterie",37,8533745
483,2016,45,Optique,76,8533745
484,2016,45,Parapluies,44,8533745
485,2016,45,Pièces d'identités et papiers personnels,200,8533745
486,2016,45,"Porte-monnaie / portefeuille, argent, titres",101,8533745
487,2016,45,"Vélos, trottinettes, accessoires 2 roues",18,8533745
488,2016,45,"Vêtements, chaussures",193,8533745
489,2016,47,"Appareils électroniques, informatiques, appareils photo",26,1921613
490,2016,47,"Articles d'enfants, de puériculture",2,1921613
491,2016,47,"Articles de sport, loisirs, camping",5,1921613
492,2016,47,Articles médicaux,1,1921613
493,2016,47,"Bagagerie: sacs, valises, cartables",104,1921613
494,2016,47,"Bijoux, montres",2,1921613
495,2016,47,"Clés, porte-clés, badge magnétique",11,1921613
496,2016,47,Divers,14,1921613
497,2016,47,Instruments de musique,1,1921613
498,2016,47,"Livres, articles de papéterie",4,1921613
499,2016,47,Optique,15,1921613
500,2016,47,Parapluies,2,1921613
501,2016,47,Pièces d'identités et papiers personnels,25,1921613
502,2016,47,"Porte-monnaie / portefeuille, argent, titres",38,1921613
503,2016,47,"Vélos, trottinettes, accessoires 2 roues",8,1921613
504,2016,47,"Vêtements, chaussures",54,1921613
505,2016,49,"Appareils électroniques, informatiques, appareils photo",91,7796343
506,2016,49,"Articles d'enfants, de puériculture",17,7796343
507,2016,49,"Articles de sport, loisirs, camping",7,7796343
508,2016,49,Articles médicaux,1,7796343
509,2016,49,"Bagagerie: sacs, valises, cartables",160,7796343
510,2016,49,"Bijoux, montres",19,7796343
511,2016,49,"Clés, porte-clés, badge magnétique",44,7796343
512,2016,49,Divers,34,7796343
513,2016,49,"Livres, articles de papéterie",10,7796343
514,2016,49,Optique,46,7796343
515,2016,49,Parapluies,22,7796343
516,2016,49,Pièces d'identités et papiers personnels,98,7796343
517,2016,49,"Porte-monnaie / portefeuille, argent, titres",77,7796343
518,2016,49,"Vélos, trottinettes, accessoires 2 roues",12,7796343
519,2016,49,"Vêtements, chaussures",121,7796343
